"Category","Occurrence","Action item","Subject","Group","Description","Documentation references","Recommended action","Filtered","Estimated complexity"
"view","Schemas.MDSYS.Views.ALL_SDO_INDEX_METADATA: 380:397","1700","SDO_INDEX_METADATA_TABLE.SDO_INITIAL_EXTENT","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_INDEX_METADATA_TABLE.SDO_INITIAL_EXTENT","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_INDEX_METADATA: 400:414","1700","SDO_INDEX_METADATA_TABLE.SDO_NEXT_EXTENT","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_INDEX_METADATA_TABLE.SDO_NEXT_EXTENT","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_INDEX_METADATA: 417:431","1700","SDO_INDEX_METADATA_TABLE.SDO_PCTINCREASE","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_INDEX_METADATA_TABLE.SDO_PCTINCREASE","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_INDEX_METADATA: 442:456","1700","SDO_INDEX_METADATA_TABLE.SDO_MIN_EXTENTS","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_INDEX_METADATA_TABLE.SDO_MIN_EXTENTS","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_INDEX_METADATA: 459:473","1700","SDO_INDEX_METADATA_TABLE.SDO_MAX_EXTENTS","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_INDEX_METADATA_TABLE.SDO_MAX_EXTENTS","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_INDEX_METADATA: 476:489","1700","SDO_INDEX_METADATA_TABLE.SDO_INDEX_DIMS","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_INDEX_METADATA_TABLE.SDO_INDEX_DIMS","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_INDEX_METADATA: 492:506","1700","SDO_INDEX_METADATA_TABLE.SDO_LAYER_GTYPE","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_INDEX_METADATA_TABLE.SDO_LAYER_GTYPE","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_INDEX_METADATA: 517:533","1700","SDO_INDEX_METADATA_TABLE.SDO_RTREE_PCTFREE","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_INDEX_METADATA_TABLE.SDO_RTREE_PCTFREE","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_INDEX_METADATA: 536:554","1700","SDO_INDEX_METADATA_TABLE.SDO_INDEX_PARTITION","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_INDEX_METADATA_TABLE.SDO_INDEX_PARTITION","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_INDEX_METADATA: 557:571","1700","SDO_INDEX_METADATA_TABLE.SDO_PARTITIONED","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_INDEX_METADATA_TABLE.SDO_PARTITIONED","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_INDEX_METADATA: 582:598","1700","SDO_INDEX_METADATA_TABLE.SDO_RTREE_QUALITY","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_INDEX_METADATA_TABLE.SDO_RTREE_QUALITY","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_INDEX_METADATA: 601:617","1700","SDO_INDEX_METADATA_TABLE.SDO_INDEX_VERSION","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_INDEX_METADATA_TABLE.SDO_INDEX_VERSION","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_INDEX_METADATA: 620:637","1700","SDO_INDEX_METADATA_TABLE.SDO_INDEX_GEODETIC","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_INDEX_METADATA_TABLE.SDO_INDEX_GEODETIC","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_INDEX_METADATA: 648:663","1700","SDO_INDEX_METADATA_TABLE.SDO_INDEX_STATUS","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_INDEX_METADATA_TABLE.SDO_INDEX_STATUS","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_INDEX_METADATA: 667:684","1700","SDO_INDEX_METADATA_TABLE.SDO_NL_INDEX_TABLE","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_INDEX_METADATA_TABLE.SDO_NL_INDEX_TABLE","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_INDEX_METADATA: 695:712","1700","SDO_INDEX_METADATA_TABLE.SDO_DML_BATCH_SIZE","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_INDEX_METADATA_TABLE.SDO_DML_BATCH_SIZE","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_INDEX_METADATA: 715:732","1700","SDO_INDEX_METADATA_TABLE.SDO_RTREE_ENT_XPND","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_INDEX_METADATA_TABLE.SDO_RTREE_ENT_XPND","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_INDEX_METADATA: 736:747","1700","SDO_INDEX_METADATA_TABLE.SDO_ROOT_MBR","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_INDEX_METADATA_TABLE.SDO_ROOT_MBR","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_LIGHTSOURCES: 7:15","1700","SDO_LIGHTSOURCES_TABLE.SDO_OWNER","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_LIGHTSOURCES_TABLE.SDO_OWNER","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_LIGHTSOURCES: 24:27","1700","SDO_LIGHTSOURCES_TABLE.NAME","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_LIGHTSOURCES_TABLE.NAME","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_LIGHTSOURCES: 30:40","1700","SDO_LIGHTSOURCES_TABLE.DESCRIPTION","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_LIGHTSOURCES_TABLE.DESCRIPTION","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_LIGHTSOURCES: 43:46","1700","SDO_LIGHTSOURCES_TABLE.TYPE","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_LIGHTSOURCES_TABLE.TYPE","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_LIGHTSOURCES: 49:58","1700","SDO_LIGHTSOURCES_TABLE.DEFINITION","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_LIGHTSOURCES_TABLE.DEFINITION","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_LRS_METADATA: 8:16","1700","SDO_LRS_METADATA_TABLE.SDO_OWNER","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_LRS_METADATA_TABLE.SDO_OWNER","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_LRS_METADATA: 27:40","1700","SDO_LRS_METADATA_TABLE.SDO_TABLE_NAME","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_LRS_METADATA_TABLE.SDO_TABLE_NAME","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_LRS_METADATA: 56:70","1700","SDO_LRS_METADATA_TABLE.SDO_COLUMN_NAME","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_LRS_METADATA_TABLE.SDO_COLUMN_NAME","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_LRS_METADATA: 86:96","1700","SDO_LRS_METADATA_TABLE.SDO_DIM_POS","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_LRS_METADATA_TABLE.SDO_DIM_POS","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_LRS_METADATA: 109:120","1700","SDO_LRS_METADATA_TABLE.SDO_DIM_UNIT","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_LRS_METADATA_TABLE.SDO_DIM_UNIT","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_MAPS: 7:15","1700","SDO_MAPS_TABLE.SDO_OWNER","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_MAPS_TABLE.SDO_OWNER","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_MAPS: 24:27","1700","SDO_MAPS_TABLE.NAME","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_MAPS_TABLE.NAME","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_MAPS: 30:40","1700","SDO_MAPS_TABLE.DESCRIPTION","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_MAPS_TABLE.DESCRIPTION","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_MAPS: 42:51","1700","SDO_MAPS_TABLE.DEFINITION","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_MAPS_TABLE.DEFINITION","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_NETWORK_CONSTRAINTS: 8:16","1700","SDO_NETWORK_CONSTRAINTS.SDO_OWNER","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_NETWORK_CONSTRAINTS.SDO_OWNER","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_NETWORK_CONSTRAINTS: 25:34","1700","SDO_NETWORK_CONSTRAINTS.CONSTRAINT","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_NETWORK_CONSTRAINTS.CONSTRAINT","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_NETWORK_CONSTRAINTS: 37:47","1700","SDO_NETWORK_CONSTRAINTS.DESCRIPTION","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_NETWORK_CONSTRAINTS.DESCRIPTION","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_NETWORK_CONSTRAINTS: 50:59","1700","SDO_NETWORK_CONSTRAINTS.CLASS_NAME","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_NETWORK_CONSTRAINTS.CLASS_NAME","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_NETWORK_CONSTRAINTS: 62:66","1700","SDO_NETWORK_CONSTRAINTS.CLASS","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_NETWORK_CONSTRAINTS.CLASS","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_NETWORK_CONSTRAINTS: 193:201","1700","SDO_NETWORK_CONSTRAINTS.SDO_OWNER","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_NETWORK_CONSTRAINTS.SDO_OWNER","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_NETWORK_CONSTRAINTS: 225:234","1700","SDO_NETWORK_CONSTRAINTS.CLASS_NAME","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_NETWORK_CONSTRAINTS.CLASS_NAME","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_NETWORK_HISTORIES: 8:14","1700","SDO_NETWORK_HISTORIES.OWNER","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_NETWORK_HISTORIES.OWNER","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_NETWORK_HISTORIES: 16:24","1700","SDO_NETWORK_HISTORIES.NETWORK","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_NETWORK_HISTORIES.NETWORK","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_NETWORK_HISTORIES: 26:45","1700","SDO_NETWORK_HISTORIES.NODE_HISTORY_TABLE","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_NETWORK_HISTORIES.NODE_HISTORY_TABLE","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_NETWORK_HISTORIES: 47:66","1700","SDO_NETWORK_HISTORIES.LINK_HISTORY_TABLE","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_NETWORK_HISTORIES.LINK_HISTORY_TABLE","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_NETWORK_HISTORIES: 68:81","1700","SDO_NETWORK_HISTORIES.NODE_TRIGGER","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_NETWORK_HISTORIES.NODE_TRIGGER","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_NETWORK_HISTORIES: 83:96","1700","SDO_NETWORK_HISTORIES.LINK_TRIGGER","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_NETWORK_HISTORIES.LINK_TRIGGER","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_NETWORK_JAVA_OBJECTS: 8:16","1700","SDO_NETWORK_CONSTRAINTS.SDO_OWNER","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_NETWORK_CONSTRAINTS.SDO_OWNER","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_NETWORK_JAVA_OBJECTS: 25:34","1700","SDO_NETWORK_CONSTRAINTS.CONSTRAINT","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_NETWORK_CONSTRAINTS.CONSTRAINT","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_NETWORK_JAVA_OBJECTS: 42:52","1700","SDO_NETWORK_CONSTRAINTS.DESCRIPTION","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_NETWORK_CONSTRAINTS.DESCRIPTION","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_NETWORK_JAVA_OBJECTS: 55:64","1700","SDO_NETWORK_CONSTRAINTS.CLASS_NAME","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_NETWORK_CONSTRAINTS.CLASS_NAME","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_NETWORK_JAVA_OBJECTS: 67:71","1700","SDO_NETWORK_CONSTRAINTS.CLASS","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_NETWORK_CONSTRAINTS.CLASS","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_NETWORK_JAVA_OBJECTS: 73:86","1700","SDO_NETWORK_CONSTRAINTS.JAVA_INTERFACE","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_NETWORK_CONSTRAINTS.JAVA_INTERFACE","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_NETWORK_JAVA_OBJECTS: 213:221","1700","SDO_NETWORK_CONSTRAINTS.SDO_OWNER","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_NETWORK_CONSTRAINTS.SDO_OWNER","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_NETWORK_JAVA_OBJECTS: 245:254","1700","SDO_NETWORK_CONSTRAINTS.CLASS_NAME","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_NETWORK_CONSTRAINTS.CLASS_NAME","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_NETWORK_LOCKS_WM: 8:16","1700","SDO_NETWORK_LOCKS_WM.SDO_OWNER","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_NETWORK_LOCKS_WM.SDO_OWNER","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_NETWORK_LOCKS_WM: 25:31","1700","SDO_NETWORK_LOCKS_WM.LOCK_ID","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_NETWORK_LOCKS_WM.LOCK_ID","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_NETWORK_LOCKS_WM: 34:40","1700","SDO_NETWORK_LOCKS_WM.NETWORK","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_NETWORK_LOCKS_WM.NETWORK","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_NETWORK_LOCKS_WM: 43:51","1700","SDO_NETWORK_LOCKS_WM.WORKSPACE","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_NETWORK_LOCKS_WM.WORKSPACE","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_NETWORK_LOCKS_WM: 55:74","1700","SDO_NETWORK_LOCKS_WM.ORIGINAL_NODE_FILTER","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_NETWORK_LOCKS_WM.ORIGINAL_NODE_FILTER","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_NETWORK_LOCKS_WM: 78:97","1700","SDO_NETWORK_LOCKS_WM.ORIGINAL_LINK_FILTER","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_NETWORK_LOCKS_WM.ORIGINAL_LINK_FILTER","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_NETWORK_LOCKS_WM: 101:120","1700","SDO_NETWORK_LOCKS_WM.ORIGINAL_PATH_FILTER","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_NETWORK_LOCKS_WM.ORIGINAL_PATH_FILTER","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_NETWORK_LOCKS_WM: 123:142","1700","SDO_NETWORK_LOCKS_WM.ADJUSTED_NODE_FILTER","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_NETWORK_LOCKS_WM.ADJUSTED_NODE_FILTER","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_NETWORK_LOCKS_WM: 145:164","1700","SDO_NETWORK_LOCKS_WM.ADJUSTED_LINK_FILTER","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_NETWORK_LOCKS_WM.ADJUSTED_LINK_FILTER","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_NETWORK_LOCKS_WM: 167:186","1700","SDO_NETWORK_LOCKS_WM.ADJUSTED_PATH_FILTER","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_NETWORK_LOCKS_WM.ADJUSTED_PATH_FILTER","null","Try to replace the reference to the object manually.","","Simple"
"view","Schemas.MDSYS.Views.ALL_SDO_NETWORK_METADATA: 7:15","1700","SDO_NETWORK_METADATA_TABLE.SDO_OWNER","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_NETWORK_METADATA_TABLE.SDO_OWNER","null","Try to replace the reference to the object manually.","","Simple"
